generic id,generic name,slug,drug class,indication
508,Fusidic Acid (Ophthalmic),fusidic-acid-ophthalmic-508,Macrolides,Conjunctivitis
506,Furosemide + Spironolactone,furosemide-spironolactone-506,Potassium-sparing diuretics,Hypertension
505,Furosemide,furosemide-505,Loop diuretics,Tumor lysis syndrome
507,Fucidic Acid + Betamethasone,fucidic-acid-betamethasone-507,Betamethasone & Combined preparations,Seborrhoeic dermatitis
504,Fructose,fructose-504,,
1374,Fosfomycin Trometamol,fosfomycin-trometamol-1374,Intracellular antibiotic,Uncomplicated UTI
1976,Formoterol Fumarate + Glycopyrrolate + Budesonide,formoterol-fumarate-glycopyrrolate-budesonide-1976,Combined bronchodilators,COPD
502,Formoterol Fumarate,formoterol-fumarate-502,Long-acting selective Î²-adrenoceptor stimulants,Emphysema
501,Fondaparinux Sodium,fondaparinux-sodium-501,Parenteral anti-coagulants,Venous thromboembolism
1177,Follitropin Beta,follitropin-beta-1177,Drugs for Infertility,Ovulation induction
1595,Follitropin Alfa + Lutropin Alfa,follitropin-alfa-lutropin-alfa-1595,Drugs for Infertility,Infertility
500,Follitropin Alfa,follitropin-alfa-500,Drugs for Infertility,Spermatogenesis induction
1410,Follicle Stimulating Hormone [Urofollitropin],follicle-stimulating-hormone-urofollitropin-1410,Drugs for Infertility,Ovulation induction
498,Folic Acid + Zinc Sulfate Monohydrate,folic-acid-zinc-sulfate-monohydrate-498,Specific mineral & vitamin combined preparations,Zinc & folic acid deficiency
495,Folic Acid,folic-acid-495,Drugs for Megaloblastic Anemia,Nutritional supplement
494,Fluvoxamine Maleate,fluvoxamine-maleate-494,SSRIs & related anti-depressant drugs,Obsessive-compulsive disorder (OCD)
493,Fluvastatin,fluvastatin-493,Other Anti-anginal & Anti-ischaemic drugs,Obesity
1460,Fluticasone Propionate + Formoterol Fumarate,fluticasone-propionate-formoterol-fumarate-1460,Respiratory corticosteroids,COPD
1341,Fluticasone Propionate (Topical),fluticasone-propionate-topical-1341,Fluticasone & combined preparations topical,Pruritic skin conditions
1342,Fluticasone Propionate (Nebuliser Suspension),fluticasone-propionate-nebuliser-suspension-1342,Fluocinolone & Combined Preparations,Asthma
522,Glibenclamide,glibenclamide-522,Sulfonylureas,Type 2 DM
1587,Glecaprevir + Pibrentasvir,glecaprevir-pibrentasvir-1587,Hepatic viral infections (Hepatitis C),Chronic hepatitis C
521,Gentian Violet,gentian-violet-521,Crystal violet/ Gentian violet preparations,Topical antiseptic
1385,Gentamicin Sulfate (Topical),gentamicin-sulfate-topical-1385,Topical Antibiotic preparations,Bacterial skin infections
1384,Gentamicin Sulfate (Ophthalmic),gentamicin-sulfate-ophthalmic-1384,Ophthalmic antibacterial drugs,tympanoplasty
1505,Gentamicin Sulfate (Injection),gentamicin-sulfate-injection-1505,Aminoglycosides,Urinary tract infection
520,Gentamicin + Hydrocortisone Acetate,gentamicin-hydrocortisone-acetate-520,Hydrocortisone & Combined preparations,Susceptible infections
1182,Gemifloxacin,gemifloxacin-1182,4-Quinolone preparations,Pneumonia
1168,Gemfibrozil,gemfibrozil-1168,Dyslipidaemic Agents,Obesity
518,Gemcitabine,gemcitabine-518,Cytotoxic Chemotherapy,Uncomplicated pneumococcal pneumonia
517,Gefitinib,gefitinib-517,Targeted Cancer Therapy,Non-small cell lung cancer
338,Gatifloxacin + Dexamethasone,gatifloxacin-dexamethasone-338,Ophthalmic steroid - antibiotic combined preparations,Steroid-responsive inflammatory ocular conditions
515,Gatifloxacin (Oral),gatifloxacin-oral-515,4-Quinolone preparations,Urinary tract infection
514,Gatifloxacin (Ophthalmic),gatifloxacin-ophthalmic-514,Ophthalmic antibacterial drugs,Inflammation of the cornea
513,Ganciclovir (Ophthalmic),ganciclovir-ophthalmic-513,Ophthalmic Anti-viral Products,Herpes simplex keratitis
1414,Gadoversetamide,gadoversetamide-1414,Contrast medium for diagnostic procedures,Intravenous use in MRI to visualize lesions with abnormal vascularity in the brain; spine and associated tissues
511,Gadodiamide,gadodiamide-511,Contrast medium for diagnostic procedures,Intravenous use in MRI to visualize lesions with abnormal vascularity in the brain; spine and associated tissues
510,Gabapentin,gabapentin-510,Adjunct anti-epileptic drugs,Trigeminal neuralgia
509,Fusidic acid + Hydrocortisone,fusidic-acid-hydrocortisone-509,Hydrocortisone & Combined preparations,Seborrhoeic dermatitis
1972,Fusidic acid + Betamethasone,fusidic-acid-betamethasone-1972,Other Topical corticosteroids,Seborrhoeic dermatitis
1836,Glycopyrronium Bromide (Oral solution),glycopyrronium-bromide-oral-solution-1836,Anticholinergics (antimuscarinics)/ Anti-spasmodics,Cerebral palsy
553,Glycopyrronium Bromide (Injection),glycopyrronium-bromide-injection-553,Anticholinergics (antimuscarinics)/ Anti-spasmodics,Reverse residual neuromuscular blockade
1466,Glycopyrronium Bromide (Inhalation capsule),glycopyrronium-bromide-inhalation-capsule-1466,Bronchodilator,Emphysema
533,Glycine,glycine-533,Irrigation Solution used in Urological Surgery,Supports normal prostate function
530,Glycerol + Liquid Sugar,glycerol-liquid-sugar-530,Combined cough suppressants,Sore throat
552,Glycerol + Hypromellose + Polyethylene Glycol 400,glycerol-hypromellose-polyethylene-glycol-400-552,Drugs for Dry eyes,Watery eye
1620,Glycerol,glycerol-1620,Miscellaneous topical agents,Skin irritations
1479,Glycerin + Hypromellose + Polyethylene glycol + Tetrahydrozoline + Zinc Sulfate,glycerin-hypromellose-polyethylene-glycol-tetrahydrozoline-zinc-sulfate-1479,Other ophthalmic preparations,Skin infections
531,Glycerin,glycerin-531,Osmotic purgatives,Lubrication
1889,Glucose 19% + Vamin 18 Novum + Intralipid 20%,glucose-19-vamin-18-novum-intralipid-20-1889,Parenteral nutritional preparations,Parenteral nutrition
1880,Glucose 11% + Vamin 18 Novum + Intralipid 20%,glucose-11-vamin-18-novum-intralipid-20-1880,Parenteral nutritional preparations,Negative nitrogen balance
354,Glucosamine Sulfate + Diacerein,glucosamine-sulfate-diacerein-354,Stimulation of Cartilage formation,Rheumatoid arthritis
1613,Glucosamine Sulfate + Chondroitin + Camphor + Peppermint oil,glucosamine-sulfate-chondroitin-camphor-peppermint-oil-1613,Topical Analgesics,Tendonitis
253,Glucosamine Sulfate + Chondroitin,glucosamine-sulfate-chondroitin-253,Stimulation of Cartilage formation,Vascular complications (e. g.; atherosclerosis)
529,Glucosamine Hydrochloride,glucosamine-hydrochloride-529,Stimulation of Cartilage formation,Rheumatoid arthritis
528,Glipizide + Metformin Hydrochloride,glipizide-metformin-hydrochloride-528,Combination Oral hypoglycemic preparations,Type 2 DM
527,Glipizide,glipizide-527,Sulfonylureas,Type 2 DM
1471,Glimepiride + Metformin,glimepiride-metformin-1471,Combination Oral hypoglycemic preparations,Type 2 DM
524,Glimepiride,glimepiride-524,Sulfonylureas,Type 2 DM
523,Gliclazide,gliclazide-523,Sulfonylureas,Type 2 DM
543,Hepatitis B Vaccine [rDNA],hepatitis-b-vaccine-rdna-543,Vaccines; Anti-sera & Immunoglobulin,Active immunisation against hepatitis B
1430,Hepatitis b immune globulin,hepatitis-b-immune-globulin-1430,Vaccines; Anti-sera & Immunoglobulin,Sexual Exposure to an HBsAg-positive Person
542,Hepatitis A Vaccine,hepatitis-a-vaccine-542,Vaccines; Anti-sera & Immunoglobulin,Hepatitis A virus
566,Heparin Sodium,heparin-sodium-566,Parenteral anti-coagulants,Unstable angina
181,Hartmann's Solution,hartmanns-solution-181,Haemodialysis solutions,Vomiting
541,Halothane,halothane-541,General (Inhalation) anesthetics,General anaesthesia
540,Haloperidol,haloperidol-540,Drugs used in tremor; tics & related disorder,Unipolar and bipolar depression
1639,Halobetasol Propionate + Tazarotene,halobetasol-propionate-tazarotene-1639,Other Topical corticosteroids,Plaque psoriasis
538,Halobetasol Propionate,halobetasol-propionate-538,Other Topical corticosteroids,Psoriasis
537,Halcinonide,halcinonide-537,Other Topical corticosteroids,Skin infections
560,Halazone,halazone-560,Water purifying agent,Water disinfection
559,Haemophilus Influenzae Type B Vaccine [Conjugated],haemophilus-influenzae-type-b-vaccine-conjugated-559,Vaccines; Anti-sera & Immunoglobulin,Septicemia
1452,Guaifenesin + Levomenthol + Diphenhydramine,guaifenesin-levomenthol-diphenhydramine-1452,Combined cough expectorants,Productive cough
1455,Guaifenesin + Dextromethorphan + Menthol,guaifenesin-dextromethorphan-menthol-1455,Combined cough expectorants,Sore throat
535,Griseofulvin [Microsize],griseofulvin-microsize-535,Other Antifungal preparations,Nail fungal infections
534,Granisetron,granisetron-534,Supportive Care Therapy,Vomiting
555,Gramacidin + Neomycin + Polymixin B,gramacidin-neomycin-polymixin-b-555,Ophthalmic antibacterial drugs,Superficial bacterial infections
1554,Golimumab,golimumab-1554,Drugs used for Rheumatoid Arthritis,Ulcerative colitis
1892,Glycopyrronium Bromide + Formoterol Fumarate,glycopyrronium-bromide-formoterol-fumarate-1892,,
2028,Glycopyrronium Bromide (Respirator Solution),glycopyrronium-bromide-respirator-solution-2028,Bronchodilator,Emphysema
1196,Hydrogen peroxide,hydrogen-peroxide-1196,Oxidising agent with antibacterial and antiviral properties,Wound cleansing
1882,Hydrocortisone Butyrate,hydrocortisone-butyrate-1882,,
580,Hydrocortisone Acetate + Neomycin Sulphate,hydrocortisone-acetate-neomycin-sulphate-580,Local Antipruritic,Wounds
1777,Hydrocortisone Acetate + Benzyl Benzoate + Bismuth Subgallate + Bismuth Oxide + Balsam Peru + Zinc Oxide,hydrocortisone-acetate-benzyl-benzoate-bismuth-subgallate-bismuth-oxide-balsam-peru-zinc-oxide-1777,Other Topical corticosteroids,Acute hemorrhoidal thrombosis
1190,Hydrocortisone Acetate,hydrocortisone-acetate-1190,Other Topical corticosteroids,Vitiligo
577,Hydrocortisone + Neomycin Sulphate + Polymixin B,hydrocortisone-neomycin-sulphate-polymixin-b-577,Ophthalmic steroid - antibiotic combined preparations,Ocular inflammation
576,Hydrocortisone + Lidocaine,hydrocortisone-lidocaine-576,Drugs used in Ano-rectal region,Soreness and discomfort due to hemorrhoids
575,Hydrocortisone,hydrocortisone-575,Glucocorticoids,Supplement in adrenal insufficiency during minor surgery under general anaesthesia
573,Hydrochlorothiazide + Triamterene,hydrochlorothiazide-triamterene-573,Combined antihypertensive preparations,Oedema
549,Hydrochlorothiazide,hydrochlorothiazide-549,Thiazide diuretics & related drugs,Oedema
2053,Hyaluronic Acid,hyaluronic-acid-2053,,
1056,Human Tetanus Immunoglobulin,human-tetanus-immunoglobulin-1056,Vaccines; Anti-sera & Immunoglobulin,Tetanus
1603,Human Papillomavirus Quadrivalent (Types 6; 11; 16; and 18),human-papillomavirus-quadrivalent-types-6-11-16-and-18-1603,Vaccines; Anti-sera & Immunoglobulin,Cervical cancer
563,Human Papillomavirus Bivalent (Types 16 & 18),human-papillomavirus-bivalent-types-16-18-563,Vaccines; Anti-sera & Immunoglobulin,Premalignant cervical lesions and cervical cancer
1789,Human Milk based Amino Acid,human-milk-based-amino-acid-1789,Parenteral nutritional preparations,Parenteral nutrition
1347,Human Menopausal Gonadotrophin,human-menopausal-gonadotrophin-1347,Female Sex hormones,Stimulation of follicle growth
548,Human Immunoglobulin-G [IgG],human-immunoglobulin-g-igg-548,Vaccines; Anti-sera & Immunoglobulin,Primary antibodies deficiency
547,Human Chorionic Gonadotrophin,human-chorionic-gonadotrophin-547,Female Sex hormones,Male Hypogonadotropic Hypogonadism
546,Human Anti-D Immunoglobulins,human-anti-d-immunoglobulins-546,Vaccines; Anti-sera & Immunoglobulin,Rhesus disease
544,Homatropine Hydrobromide,homatropine-hydrobromide-544,Mydriatic and Cycloplegic agents,Uveitis
593,Ibuprofen,ibuprofen-593,Drugs for Osteoarthritis,Yellow fever infection
1382,Ibrutinib,ibrutinib-1382,Targeted Cancer Therapy,WaldenstrÃ¶m's macroglobulinemia
1571,Ibandronic Acid + Calcium Carbonate + Vitamin D3,ibandronic-acid-calcium-carbonate-vitamin-d3-1571,Bisphosphonate preparations,Osteoporosis
1199,Ibandronic Acid & Calcium Orotate,ibandronic-acid-calcium-orotate-1199,Minerals in bone formation,Post-menopausal osteoporosis
592,Ibandronic Acid,ibandronic-acid-592,Bisphosphonate preparations,Hypercalcaemia of malignancy
591,Hypromellose + Carbomer,hypromellose-carbomer-591,Drugs for Dry eyes,Unstable tear film
1544,Hypromellose,hypromellose-1544,Drugs for Dry eyes,
589,Hyoscine Hydrobromide,hyoscine-hydrobromide-589,Anti-emetic drugs,Motion sickness
588,Hyoscine Butylbromide,hyoscine-butylbromide-588,Anticholinergics (antimuscarinics)/ Anti-spasmodics,Pancreatitis
1559,Hylan G-F 20,hylan-g-f-20-1559,Drugs for Osteoarthritis,Osteoarthritis (degenerative arthritis)
587,Hydroxyzine  Hydrochloride,hydroxyzine-hydrochloride-587,Sedating Anti-histamine,Urticaria
586,Hydroxyurea,hydroxyurea-586,Cytotoxic Chemotherapy,Sickle-cell disease
1543,Hydroxypropyl Methylcellulose,hydroxypropyl-methylcellulose-1543,Drugs for Dry eyes,Surgical aid in the anterior segment
1411,Hydroxyprogesterone Caproate,hydroxyprogesterone-caproate-1411,Hormone preparations for other uses,Reduce the risk of preterm birth in women
898,Hydroxyethyl Starch + Sodium Chloride,hydroxyethyl-starch-sodium-chloride-898,Plasma expanders,Therapeutic dilution of blood
1636,Hydroxyethyl Cellulose + Glycerin,hydroxyethyl-cellulose-glycerin-1636,Miscellaneous topical agents,Lubrication
584,Hydroxychloroquine Sulphate,hydroxychloroquine-sulphate-584,Anti-malarial drugs,Systemic lupus erythematosus (SLE)
583,Hydroxocobalamin,hydroxocobalamin-583,Antidote preparations,Pernicious anemia
381,Hydroquinone + Octyldimethyl + Dioxybenzone + Oxybenzone,hydroquinone-octyldimethyl-dioxybenzone-oxybenzone-381,Sunblock Preparation,Senile lentigines
582,Hydroquinone,hydroquinone-582,Hydroquinone Preparations,Senile lentigines
607,Inositol Nicotinate,inositol-nicotinate-607,Nicotinic acid group,Raynaud's disease
1552,Infliximab,infliximab-1552,Targeted Cancer Therapy,Ulcerative colitis
1802,Indomethacin (Rectal),indomethacin-rectal-1802,Drugs for Osteoarthritis,Rheumatoid arthritis
605,Indomethacin (Oral),indomethacin-oral-605,Drugs for Osteoarthritis,Rheumatoid arthritis
604,Indapamide + Perindopril Arginine,indapamide-perindopril-arginine-604,Combined antihypertensive preparations,Ischaemic heart disease
2032,Indapamide + Amlodipine,indapamide-amlodipine-2032,Combined antihypertensive preparations,Essential hypertension
603,Indapamide,indapamide-603,Thiazide diuretics & related drugs,Oedema
601,Indacaterol Maleate,indacaterol-maleate-601,Long-acting selective Î²-adrenoceptor stimulants,COPD
2059,Indacaterol + Glycopyrronium + Mometasone Furoate,indacaterol-glycopyrronium-mometasone-furoate-2059,,
1676,Indacaterol + Glycopyrronium,indacaterol-glycopyrronium-1676,Combined bronchodilators,COPD
1210,Inactivated Polio Vaccine,inactivated-polio-vaccine-1210,Vaccines; Anti-sera & Immunoglobulin,Active immunisation against Poliomyelitis
606,Inactivated Influenza Vaccine,inactivated-influenza-vaccine-606,Vaccines; Anti-sera & Immunoglobulin,Influenza A and B
1509,Inactivated Hepatitis A vaccine,inactivated-hepatitis-a-vaccine-1509,Vaccines; Anti-sera & Immunoglobulin,Active immunisation against hepatitis A
1423,Imiquimod,imiquimod-1423,Immunosuppressant,Basal cell carcinoma
597,Imipramine Hydrochloride,imipramine-hydrochloride-597,Tricyclic & related anti-depressant drugs,Urinary incontinence
255,Imipenem + Cilastatin,imipenem-cilastatin-255,Other beta-lactam Antibiotics,Urinary tract infection
596,Imatinib Mesylate,imatinib-mesylate-596,Targeted Cancer Therapy,
599,Iloperidone,iloperidone-599,Piperidinyl-benzisoxazole derivative,Schizophrenia
595,Ifosfamide,ifosfamide-595,Cytotoxic Chemotherapy,Testicular cancer
594,Idoxuridine,idoxuridine-594,Ophthalmic Anti-viral Products,Herpes simplex keratitis
626,Irbesartan,irbesartan-626,Angiotensin-ll receptor blocker,Hypertension
1309,Ipratropium Bromide (Nebuliser Solution),ipratropium-bromide-nebuliser-solution-1309,Anticholinergic bronchodilators,Severe bronchospasm
624,Ipratropium Bromide (Inhaler),ipratropium-bromide-inhaler-624,Anticholinergic bronchodilators,Emphysema
623,Iopamidol,iopamidol-623,Contrast medium for diagnostic procedures,Radiographic contrast medium for diagnostic procedures
621,Iohexol,iohexol-621,Contrast medium for diagnostic procedures,Radiographic contrast medium for diagnostic procedures
1417,Iodixanol,iodixanol-1417,Contrast medium for diagnostic procedures,Peripheral venography
951,Intravenous Fat Emulsion,intravenous-fat-emulsion-951,Parenteral nutritional preparations,Renal impairment
619,Interferon Alfa-2a [Recombinant],interferon-alfa-2a-recombinant-619,Immunological Chemotherapy,Renal cell carcinoma
617,Insulin Lispro Protamine + Insulin Lispro,insulin-lispro-protamine-insulin-lispro-617,Combination Insulin,Type 1 DM
616,Insulin Lispro,insulin-lispro-616,Rapid Acting Insulin,Type 1 DM
1225,Insulin Human [rDNA] + Isophane Insulin Human,insulin-human-rdna-isophane-insulin-human-1225,Medium Acting Insulin,Type 1 DM
608,Insulin Human [Long-Acting],insulin-human-long-acting-608,Long Acting Insulin,Type 1 DM
1563,Insulin Human [Fast-Acting],insulin-human-fast-acting-1563,Rapid Acting Insulin,Type 1 DM
615,Insulin Glulisine,insulin-glulisine-615,Rapid Acting Insulin,Type 1 DM
614,Insulin Glargine [rDNA],insulin-glargine-rdna-614,Long Acting Insulin,Type 1 DM
613,Insulin Detemir,insulin-detemir-613,Long Acting Insulin,Type 1 DM
618,Insulin Degludec + Insulin Aspart Premixed,insulin-degludec-insulin-aspart-premixed-618,Combination Insulin,Type 1 DM
612,Insulin Degludec,insulin-degludec-612,Long Acting Insulin,Type 1 DM
2066,Insulin Aspart + Insulin Aspart Protamine,insulin-aspart-insulin-aspart-protamine-2066,Rapid Acting Insulin,Type 2 DM
610,Insulin Aspart,insulin-aspart-610,Rapid Acting Insulin,Type 1 DM
1869,Isotretinoin (Topical),isotretinoin-topical-1869,Topical retinoid and related preparations,Acne vulgaris
640,Isotretinoin (Oral),isotretinoin-oral-640,Oral retinoids for Acne,Acne vulgaris
639,Isosorbide Mononitrate,isosorbide-mononitrate-639,Nitrates: Coronary vasodilators,Ischaemic heart disease
1306,Isopropyl Alcohol + Hydrogen Peroxide + Glycerol,isopropyl-alcohol-hydrogen-peroxide-glycerol-1306,Bleaching and Disinfectants,Preoperative hand disinfection
1823,Isopropyl alcohol,isopropyl-alcohol-1823,Other antibacterial preparation,Antiseptic skin cleanser
637,Isopropamide + Trifluoperazine,isopropamide-trifluoperazine-637,Phenothiazine related drugs,Tension
634,Isoniazid,isoniazid-634,Anti-Tubercular Chemotherapeutics,Tuberculosis
633,Isoflurane,isoflurane-633,General (Inhalation) anesthetics,Obstetric analgesia
1572,Irrigating Solution,irrigating-solution-1572,Other ophthalmic preparations,Removal of foreign bodies
406,Iron Sucrose Injection [Elemental Iron],iron-sucrose-injection-elemental-iron-406,Parenteral Iron Preparations,Peritoneal dialysis dependent-chronic kidney disease (PDD-CKD) patients receiving an erythropoietin
631,Iron Polymaltose Complex + Vitamin B Complex + Zinc,iron-polymaltose-complex-vitamin-b-complex-zinc-631,Iron & Vitamin Combined preparations,Vitamin deficiency
407,Iron Polymaltose Complex + Folic Acid + Zinc Sulfate,iron-polymaltose-complex-folic-acid-zinc-sulfate-407,Iron; Vitamin & Mineral Combined preparation,Iron; Folic Acid and zinc deficiency during pregnancy and lactation
405,Iron Polymaltose Complex + Folic Acid + Zinc + Vitamin B-Complex,iron-polymaltose-complex-folic-acid-zinc-vitamin-b-complex-405,Iron & Vitamin Combined preparations,Zinc & folic acid deficiency
630,Iron Polymaltose Complex,iron-polymaltose-complex-630,Oral Iron preparations,Iron deficiency
1673,Iron Hydroxide Polymaltose + Folic acid + Zinc Sulfate Monohydrate,iron-hydroxide-polymaltose-folic-acid-zinc-sulfate-monohydrate-1673,Iron; Vitamin & Mineral Combined preparation,Zinc & folic acid deficiency
629,Iron + Folic Acid + Vitamin B Complex + Vitamine C + Zinc Sulfate,iron-folic-acid-vitamin-b-complex-vitamine-c-zinc-sulfate-629,Iron & Vitamin Combined preparations,Vitamin deficiency
628,Iron + Folic acid + Vitamin B complex + Vitamin C,iron-folic-acid-vitamin-b-complex-vitamin-c-628,Iron & Vitamin Combined preparations,Vitamin deficiency
659,Iron + Folic Acid + Vitamin A + Vitamin C + Zinc,iron-folic-acid-vitamin-a-vitamin-c-zinc-659,Iron; Vitamin & Mineral Combined preparation,Vitamin deficiency
658,Irinotecan Hydrochloride,irinotecan-hydrochloride-658,Cytotoxic Chemotherapy,Stomach carcinoma
565,Irbesartan + Hydrochlorothiazide,irbesartan-hydrochlorothiazide-565,Combined antihypertensive preparations,Hypertension
650,L-Lysine Hydrochloride,l-lysine-hydrochloride-650,Dressing products for wounds/burns/ulcers,Wounds
649,Ketotifen Fumarate (Oral),ketotifen-fumarate-oral-649,Cromoglycate & related drugs,Asthma prophylaxis
1311,Ketotifen Fumarate (Ophthalmic),ketotifen-fumarate-ophthalmic-1311,Ophthalmic Non-Steroid drugs,Watery eye
1307,Ketorolac Tromethamine (Ophthalmic),ketorolac-tromethamine-ophthalmic-1307,Non opioid analgesics,Postoperative eye inflammation
648,Ketorolac Tromethamine,ketorolac-tromethamine-648,Drugs used for Rheumatoid Arthritis,Soft tissue inflammation
1773,Ketoprofen (Topical),ketoprofen-topical-1773,Non-steroidal Anti-inflammatory Drugs (NSAIDs),Pain
647,Ketoprofen (oral & injection),ketoprofen-oral-injection-647,Drugs for Osteoarthritis,Rheumatic disorders
646,Ketoconazole (Tablet),ketoconazole-tablet-646,Drugs for subcutaneous and mycoses,Vaginitis
1627,Ketoconazole (Shampoo),ketoconazole-shampoo-1627,Drugs for subcutaneous and mycoses,Seborrhoeic dermatitis
1628,Ketoconazole (Cream),ketoconazole-cream-1628,Drugs for subcutaneous and mycoses,Tinea (pityriasis) versicolor
645,Ketamine,ketamine-645,General (Intravenous) anesthetics,Induction of anesthesia
1622,Kanamycin,kanamycin-1622,Ophthalmic antibacterial drugs,Bacterial ocular infections
1472,Ivermectin (Topical),ivermectin-topical-1472,Miscellaneous topical agents,Head lice
644,Ivermectin (Tablet),ivermectin-tablet-644,Anthelmintic,
1152,Ivabradine,ivabradine-1152,Other Anti-anginal & Anti-ischaemic drugs,Chronic stable angina
643,Itraconazole,itraconazole-643,Drugs for subcutaneous and mycoses,Tinea corporis (ringworm)
642,Isradipine,isradipine-642,Calcium-channel blockers,Hypertension
1816,Ispaghula Husk + Ispaghula Seed + Tinnevelly Senna Pods,ispaghula-husk-ispaghula-seed-tinnevelly-senna-pods-1816,Bulk-forming laxatives,Constipation
1502,Ispaghula [Psyllium] Husk,ispaghula-psyllium-husk-1502,Bulk-forming laxatives,Constipation
1844,Lanthanum Carbonate,lanthanum-carbonate-1844,Drugs used in chronic kidney dialysis,End-stage renal failure
76,Lansoprazole + Amoxicillin + Clarithromycin,lansoprazole-amoxicillin-clarithromycin-76,Anti H. pylori drugs,Gastric ulcer
663,Lansoprazole,lansoprazole-663,Proton Pump Inhibitor,Peptic ulcer disease
656,Lamotrigine,lamotrigine-656,Primary anti-epileptic drugs,Unipolar and bipolar depression
662,Lamivudine + Zidovudine + Nevirapine,lamivudine-zidovudine-nevirapine-662,Drugs for HIV / Anti-retroviral drugs,HIV infection
655,Lamivudine + Zidovudine,lamivudine-zidovudine-655,Drugs for HIV / Anti-retroviral drugs,HIV infection
654,Lamivudine [For HIV Infection],lamivudine-for-hiv-infection-654,Drugs for HIV / Anti-retroviral drugs,HIV infection
1312,Lamivudine [For Chronic Hepatitis B],lamivudine-for-chronic-hepatitis-b-1312,Hepatic viral infections (Hepatitis B),Hepatitis B virus
653,Lactulose,lactulose-653,Osmotic purgatives,Osmotic laxative
2008,Lactobacillus Rhamnosus GG,lactobacillus-rhamnosus-gg-2008,,
661,Lactitol Monohydrate,lactitol-monohydrate-661,Osmotic purgatives,Hepatic encephalopathy
660,Lactic acid + Sodium PCA,lactic-acid-sodium-pca-660,Emollients & combined preparations,Skin care
1837,Lactic acid + Citric acid + Potassium bitartrate,lactic-acid-citric-acid-potassium-bitartrate-1837,Miscellaneous topical agents,Contraception
1151,Lactase,lactase-1151,,
1418,Lacosamide,lacosamide-1418,Atypical anti-depressant drugs,Seizures
652,Lacidipine,lacidipine-652,Calcium-channel blockers,Stroke
651,Labetalol Hydrochloride (Tablet),labetalol-hydrochloride-tablet-651,Alpha adrenoceptor blocking drugs,Hypotensive anaesthesia
1821,Labetalol Hydrochloride (Injection),labetalol-hydrochloride-injection-1821,Alpha adrenoceptor blocking drugs,Severe hypertension
1339,L-Ornithine L-Aspartate + Pancreatin,l-ornithine-l-aspartate-pancreatin-1339,Digestive Enzyme,Pancreatitis
1440,L-Ornithine L-Aspartate,l-ornithine-l-aspartate-1440,Digestive Enzyme,Liver disease
1657,Levodopa + Benserazide,levodopa-benserazide-1657,Antiparkinson drugs,Protects from Parkinson's disease
678,Levocetirizine Dihydrochloride,levocetirizine-dihydrochloride-678,Non-sedating antihistamines,Urticaria
677,Levocarnitine,levocarnitine-677,Drugs for muscular energy metabolism,Male infertility
676,Levobupivacaine Hydrochloride,levobupivacaine-hydrochloride-676,Regional anesthesia,Surgical anaesthesia
1259,Levobunolol,levobunolol-1259,Drugs for miotics and glaucoma,Open angle glaucoma
675,Levetiracetam,levetiracetam-675,Adjunct anti-epileptic drugs,Seizures
674,Levamisole,levamisole-674,Anthelmintic,Helminthiasis
673,Leuprorelin Acetate,leuprorelin-acetate-673,Drugs acting on the Uterus,Uterine fibroids
672,Letrozole,letrozole-672,Hormonal Chemotherapy,Stimulate ovulation
671,Lercanidipine Hydrochloride,lercanidipine-hydrochloride-671,Calcium-channel blockers,Mild to moderate hypertension
1389,Lenvatinib Mesylate,lenvatinib-mesylate-1389,,
670,Lenograstim,lenograstim-670,Haematopoietic Agents,Neutropenia
669,Lenalidomide,lenalidomide-669,,
668,Leflunomide,leflunomide-668,Drugs used for Rheumatoid Arthritis,Rheumatoid arthritis
667,Ledipasvir + Sofosbuvir,ledipasvir-sofosbuvir-667,Hepatic viral infections (Hepatitis C),Chronic hepatitis C
665,Latanoprost + Timolol,latanoprost-timolol-665,Drugs for miotics and glaucoma,Open angle glaucoma
666,Latanoprost,latanoprost-666,Drugs for miotics and glaucoma,Open angle glaucoma
2072,Lasmiditan Hemisuccinate,lasmiditan-hemisuccinate-2072,Other drugs for migraine,Migraine
1894,Larotrectinib,larotrectinib-1894,,
664,Lapatinib,lapatinib-664,Cytotoxic Chemotherapy,Carcinoma
687,Linagliptin,linagliptin-687,Dipeptidyl Peptidase-4 (DPP-4) inhibitor,Type 2 DM
1778,Light Liquid Paraffin + White Soft Paraffin + Glycerine,light-liquid-paraffin-white-soft-paraffin-glycerine-1778,Emollients & combined preparations,Psoriasis
1541,Lifitegrast,lifitegrast-1541,Other ophthalmic preparations,Dry eye
685,Lidocaine Hydrochloride (Spray),lidocaine-hydrochloride-spray-685,Local & Surface anesthesia,Ventricular arrhythmias
1629,Lidocaine Hydrochloride (Jelly),lidocaine-hydrochloride-jelly-1629,Local & Surface anesthesia,Pain
1630,Lidocaine Hydrochloride (Injection),lidocaine-hydrochloride-injection-1630,Local & Surface anesthesia,Local pain relief
684,Lidocaine + Prilocaine,lidocaine-prilocaine-684,Local & Surface anesthesia,
1222,Lidocaine + Epinephrine,lidocaine-epinephrine-1222,Local & Surface anesthesia,Dental infiltration anesthesia
33,Lidocaine + Adrenaline,lidocaine-adrenaline-33,Local & Surface anesthesia,Sympathetic nerve block
1174,Levothyroxine Sodium,levothyroxine-sodium-1174,Thyroid drugs & hormone,Hypothyroidism
